m,StockCode,revenue,cnt_cus,cnt_pro
2011-09-01,72803A,12.75,1,3
2011-09-01,72807A,108.82,5,18
2011-09-01,72807B,89.25,6,21
2011-09-01,72807C,197.85999999999999,7,38
2011-09-01,72807c,8.29,0,1
2011-09-01,72816,249.9,10,235
2011-09-01,72817,225.37,13,211
2011-09-01,72818,194.39,17,431
2011-09-01,72819,50.86,2,19
2011-09-01,75011,11.850000000000001,1,15
2011-09-01,75049L,435.36,10,434
2011-09-01,78033,41.650000000000006,2,7
2011-09-01,78124,35.0,2,28
2011-09-01,79000,10.2,1,-197
2011-09-01,79030D,4.68,1,12
2011-09-01,79051A,2.32,1,8
2011-09-01,79063C,2.8499999999999996,2,15
2011-09-01,79063D,1.9,1,10
2011-09-01,79066K,88.31,11,113
2011-09-01,79144B,14.540000000000001,1,19
2011-09-01,79144C,21.58,0,26
2011-09-01,79149B,0.84,1,2
2011-09-01,79163,7.8,2,34
2011-09-01,79190A,25.169999999999998,5,57
2011-09-01,79190B,19.259999999999998,3,40
2011-09-01,79190D,16.78,4,38
2011-09-01,79191B,10.2,2,12
2011-09-01,79191C,73.94999999999999,9,87
2011-09-01,79302M,188.43,6,69
2011-09-01,79321,3677.3900000000003,32,675
2011-09-01,79336,2.28,1,6
2011-09-01,81952V,8.17,3,43
2011-09-01,82001S,286.19,6,74
2011-09-01,82011A,3.75,1,1
2011-09-01,82011B,7.5,2,2
2011-09-01,82011C,7.5,1,2
2011-09-01,82482,2469.36,78,970
2011-09-01,82483,1403.27,47,196
2011-09-01,82484,3151.88,55,516
2011-09-01,82486,1451.1699999999998,41,163
2011-09-01,82494L,2176.32,83,734
2011-09-01,82494l,58.03,0,7
2011-09-01,82551,660.8399999999999,19,398
2011-09-01,82552,524.87,26,324
2011-09-01,82567,124.35,14,63
2011-09-01,82578,107.89,15,169
2011-09-01,82580,476.92,27,734
2011-09-01,82581,167.44,28,276
2011-09-01,82582,1070.21,36,530
2011-09-01,82583,3104.55,40,1336
2011-09-01,82600,2334.01,52,1030
2011-09-01,82613B,29.799999999999997,3,19
2011-09-01,82613C,21.17,2,15
2011-09-01,82613D,42.26,3,28
2011-09-01,82616B,57.34,5,42
2011-09-01,82616C,59.8,5,43
2011-09-01,84006,38.11,5,43
2011-09-01,84012,130.89999999999998,9,154
2011-09-01,84016,10.5,1,25
2011-09-01,84029E,2023.8899999999999,39,477
2011-09-01,84029G,1419.45,36,323
2011-09-01,84030E,1077.86,36,262
2011-09-01,84030e,16.58,0,2
2011-09-01,84031A,160.95,3,35
2011-09-01,84031B,184.13,4,38
2011-09-01,84032A,296.95,12,87
2011-09-01,84032B,140.91,9,45
2011-09-01,84033,3.3,1,2
2011-09-01,84050,111.42,6,54
2011-09-01,84051,92.1,4,138
2011-09-01,84077,1002.7699999999999,48,3515
2011-09-01,84078A,334.67,3,7
2011-09-01,84086C,92.63000000000001,5,31
2011-09-01,84199,0.21,1,1
2011-09-01,84212,651.6,5,1512
2011-09-01,84247E,50.66,4,19
2011-09-01,84247K,5.9,2,2
2011-09-01,84247N,8.850000000000001,3,3
2011-09-01,84249A,0.83,0,1
2011-09-01,84251B,0.19,1,1
2011-09-01,84251G,3.11,1,13
2011-09-01,84279P,111.12,6,26
2011-09-01,84341B,110.2,9,290
2011-09-01,84347,1760.3700000000001,33,764
2011-09-01,84352,50.849999999999994,2,3
2011-09-01,84356,83.4,3,12
2011-09-01,84360,29.75,2,5
2011-09-01,84375,760.6300000000001,31,353
2011-09-01,84378,363.03,30,246
2011-09-01,84380,412.73,32,289
2011-09-01,84406B,286.34000000000003,13,68
2011-09-01,84422,6.63,1,-13
2011-09-01,84507B,5.1,1,2
2011-09-01,84508A,508.35000000000014,4,241
2011-09-01,84508B,5.1,1,2
2011-09-01,84508C,15.3,1,6
2011-09-01,84509A,250.77,14,55
2011-09-01,84509B,45.0,2,12
2011-09-01,84509C,7.5,1,2
2011-09-01,84509G,48.71,3,12
2011-09-01,84509a,44.76,0,6
2011-09-01,84509c,7.46,0,1
2011-09-01,84510A,175.73,19,128
2011-09-01,84510C,3.75,1,3
2011-09-01,84510E,5.0,2,4
2011-09-01,84510c,2.46,0,1
2011-09-01,84519A,42.83,3,27
2011-09-01,84519B,25.0,5,20
2011-09-01,84535B,59.14,10,86
2011-09-01,84536A,54.9,10,119
2011-09-01,84536B,22.62,5,48
2011-09-01,84558A,20.650000000000002,3,7
2011-09-01,84559A,6.7299999999999995,2,7
2011-09-01,84559B,5.1,2,6
2011-09-01,84559b,1.66,0,1
2011-09-01,84563B,0.0,0,-11
2011-09-01,84568,291.0,1,1550
2011-09-01,84569A,16.21,2,12
2011-09-01,84569D,13.629999999999999,1,8
2011-09-01,84580,75.75999999999999,6,20
2011-09-01,84581,53.26,5,14
2011-09-01,84592,5.79,0,1
2011-09-01,84596B,184.39,27,399
2011-09-01,84596F,109.25,17,224
2011-09-01,84596G,69.53,13,147
2011-09-01,84596L,25.2,5,60
2011-09-01,84598,27.3,0,65
2011-09-01,84600,63.6,2,8
2011-09-01,84609,119.0,4,14
2011-09-01,84616,59.9,1,2
2011-09-01,84625A,50.15,6,59
2011-09-01,84625C,47.6,5,56
2011-09-01,84637,47.61,1,9
2011-09-01,84658,84.49,3,11
2011-09-01,84659A,25.32,1,10
2011-09-01,84660A,228.66,11,273
2011-09-01,84660B,67.94,1,86
2011-09-01,84660C,33.970000000000006,3,23
2011-09-01,84660b,7.46,0,1
2011-09-01,84661A,15.3,1,6
2011-09-01,84661B,4.96,1,1
2011-09-01,84663A,-0.79,1,20
2011-09-01,84665,47.6,2,8
2011-09-01,84673A,0.65,1,1
2011-09-01,84674,11.8,1,4
2011-09-01,84692,424.71999999999997,32,728
2011-09-01,84706F,17.700000000000003,3,6
2011-09-01,84707A,19.96,0,1
2011-09-01,84707B,59.699999999999996,3,6
2011-09-01,84708B,19.8,0,-1
2011-09-01,84711A,19.96,0,1
2011-09-01,84711B,19.9,1,2
2011-09-01,84712B,15.9,1,2
2011-09-01,84725,21.75,7,21
2011-09-01,84744,2.5,1,2
2011-09-01,84748,14.92,0,2
2011-09-01,84754,102.5,9,82
2011-09-01,84755,764.7,21,1262
2011-09-01,84792,222.86,12,46
2011-09-01,84795b,16.63,0,1
2011-09-01,84796B,24.96,0,1
2011-09-01,84798A,17.849999999999998,1,7
2011-09-01,84800S,7.5,1,6
2011-09-01,84804A,8.850000000000001,1,3
2011-09-01,84804B,8.850000000000001,1,3
2011-09-01,84805B,7.5,1,2
2011-09-01,84806A,2.9,1,2
2011-09-01,84806B,15.95,3,11
2011-09-01,84813,75.42,1,4
2011-09-01,84816,0.0,0,-21
2011-09-01,84817,12.6,1,6
2011-09-01,84818,181.70000000000002,14,230
2011-09-01,84819,4.25,1,1
2011-09-01,84820,29.75,2,5
2011-09-01,84821,10.2,1,12
2011-09-01,84828,17.46,2,13
2011-09-01,84832,311.81,20,365
2011-09-01,84836,656.61,43,527
2011-09-01,84843,215.0,2,44
2011-09-01,84849A,62.17,4,33
2011-09-01,84849D,25.35,4,15
2011-09-01,84859A,19.729999999999997,4,9
2011-09-01,84859B,7.8,1,4
2011-09-01,84859C,5.85,2,3
2011-09-01,84870B,11.21,1,2
2011-09-01,84870C,3.75,1,1
2011-09-01,84875B,31.25,2,25
2011-09-01,84875D,11.25,3,14
2011-09-01,84876B,73.75,4,59
2011-09-01,84876D,2.5,1,0
2011-09-01,84877B,1.25,1,-26
2011-09-01,84877D,3.75,2,-199
2011-09-01,84879,4966.48,120,3048
2011-09-01,84880,212.10000000000002,6,31
2011-09-01,84882,18.75,2,5
2011-09-01,84884A,52.129999999999995,4,11
2011-09-01,84884a,16.58,0,2
2011-09-01,84905,0.0,0,-3
2011-09-01,84907,15.3,0,2
2011-09-01,84912A,41.25,3,13
2011-09-01,84912B,91.98,3,26
2011-09-01,84913B,37.2,2,8
2011-09-01,84919,13.9,0,2
2011-09-01,84920,26.25,1,-14
2011-09-01,84921,0.0,0,5
2011-09-01,84922,12.75,1,3
2011-09-01,84923,49.559999999999995,0,12
2011-09-01,84924A,29.84,1,4
2011-09-01,84926A,35.959999999999994,6,124
2011-09-01,84926D,28.999999999999996,4,100
2011-09-01,84926E,35.959999999999994,6,124
2011-09-01,84926F,15.5,3,31
2011-09-01,84927A,0.0,0,-7
2011-09-01,84927F,25.58,4,56
2011-09-01,84929,27.360000000000003,7,-223
2011-09-01,84931A,27.91,2,10
2011-09-01,84931B,25.5,3,10
2011-09-01,84945,915.72,30,1152
2011-09-01,84946,1799.76,46,1387
2011-09-01,84947,1921.72,34,1685
2011-09-01,84949,492.13,21,305
2011-09-01,84950,137.28,9,210
2011-09-01,84951A,42.84,2,50
2011-09-01,84951B,14.76,1,6
2011-09-01,84952A,29.96,1,7
2011-09-01,84952B,22.5,1,6
2011-09-01,84968A,228.42000000000002,4,16
2011-09-01,84968C,51.0,2,4
2011-09-01,84968D,75.96000000000001,3,5
2011-09-01,84968E,363.71999999999997,3,30
2011-09-01,84968F,63.21,2,4
2011-09-01,84969,147.49,7,29
2011-09-01,84970L,437.83,20,356
2011-09-01,84970S,523.59,23,576
2011-09-01,84970l,22.880000000000003,0,11
2011-09-01,84970s,70.72,0,34
2011-09-01,84971S,124.00999999999999,12,155
2011-09-01,84974,9.95,1,1
2011-09-01,84976,28.44,3,36
2011-09-01,84978,946.85,45,759
2011-09-01,84984A,23.25,2,5
2011-09-01,84984B,23.25,2,5
2011-09-01,84987,226.52999999999997,18,149
2011-09-01,84988,296.88,16,175
2011-09-01,84989A,2.2,2,5
2011-09-01,84991,1074.48,65,2314
2011-09-01,84992,683.98,43,1430
2011-09-01,84993A,23.37,2,41
2011-09-01,84993a,1.66,0,2
2011-09-01,84997A,768.24,16,198
2011-09-01,84997B,1411.97,21,365
2011-09-01,84997C,896.89,22,229
2011-09-01,84997D,1814.51,35,461
2011-09-01,84997a,165.8,0,20
2011-09-01,84997b,278.40999999999997,0,33
2011-09-01,84997c,258.38,0,30
2011-09-01,84997d,228.67000000000002,0,27
2011-09-01,85014A,828.73,36,136
2011-09-01,85014B,1155.63,38,180
2011-09-01,85014a,12.46,0,1
2011-09-01,85014b,37.38,0,3
2011-09-01,85015,255.17,17,387
2011-09-01,85017B,75.87,11,154
2011-09-01,85019A,90.0,3,72
2011-09-01,85019B,103.28999999999999,4,77
2011-09-01,85023B,5.1,1,2
2011-09-01,85024B,3.3,1,2
2011-09-01,85024C,6.6,2,4
2011-09-01,85025B,16.45,0,5
2011-09-01,85032A,137.52,16,198
2011-09-01,85032B,60.81,10,83
2011-09-01,85032C,119.02000000000001,11,162
2011-09-01,85032D,194.71,24,289
2011-09-01,85034A,51.0,5,12
2011-09-01,85034B,63.75,4,15
2011-09-01,85034C,8.29,1,1
2011-09-01,85035A,114.53999999999999,6,26
2011-09-01,85035B,33.79,3,7
2011-09-01,85035C,21.04,2,4
2011-09-01,85036A,75.66,4,14
2011-09-01,85036B,12.75,1,3
2011-09-01,85036C,8.5,2,2
2011-09-01,85038,46.519999999999996,4,19
2011-09-01,85039A,48.98,2,30
2011-09-01,85039B,52.36,4,32
2011-09-01,85039C,16.34,2,10
2011-09-01,85039a,16.45,0,5
2011-09-01,85040A,89.07,10,51
2011-09-01,85040a,19.740000000000002,0,6
2011-09-01,85045,9.9,2,2
2011-09-01,85048,2321.56,44,316
2011-09-01,85049A,482.26,39,380
2011-09-01,85049B,0.0,0,1
2011-09-01,85049C,142.46,20,113
2011-09-01,85049D,1.25,1,-7
2011-09-01,85049E,540.69,38,419
2011-09-01,85049F,37.5,9,30
2011-09-01,85049G,152.42000000000002,20,120
2011-09-01,85049H,67.34,6,70
2011-09-01,85049a,13.16,0,4
2011-09-01,85049b,2.46,0,1
2011-09-01,85049e,3.29,0,1
2011-09-01,85049g,27.060000000000002,0,11
2011-09-01,85053,499.57,27,246
2011-09-01,85054,41.080000000000005,3,12
2011-09-01,85059,48.71,5,12
2011-09-01,85061W,349.38,9,462
2011-09-01,85062,49.5,5,30
2011-09-01,85066,2540.5499999999997,38,225
2011-09-01,85071A,62.01,10,159
2011-09-01,85071B,73.32,13,188
2011-09-01,85071C,86.47,17,210
2011-09-01,85071D,22.62,8,58
2011-09-01,85078,134.39,12,389
2011-09-01,85087,120.37,2,37
2011-09-01,85088,2.1,1,1
2011-09-01,85093,9.13,0,11
2011-09-01,85094,0.83,0,1
2011-09-01,85095,4.13,0,1
2011-09-01,85099B,8634.61,178,4267
2011-09-01,85099C,3296.83,66,1581
2011-09-01,85099F,2720.16,60,1412
2011-09-01,85107,15.3,1,6
2011-09-01,85111,59.16,10,204
2011-09-01,85114A,220.12,3,140
2011-09-01,85114B,143.1,5,94
2011-09-01,85114C,195.45,4,133
2011-09-01,85114c,26.32,0,8
2011-09-01,85116,34.83,3,37
2011-09-01,85123A,6892.56,144,2456
2011-09-01,85123a,165.75,0,25
2011-09-01,85124B,7.6499999999999995,2,3
2011-09-01,85124C,30.6,5,12
2011-09-01,85125,86.4,2,20
2011-09-01,85127,118.86000000000001,1,23
2011-09-01,85129B,2.46,1,1
2011-09-01,85129C,2.46,1,1
2011-09-01,85129D,8.629999999999999,2,4
2011-09-01,85130B,183.54000000000002,13,226
2011-09-01,85130C,152.60000000000002,12,190
2011-09-01,85130D,7.9,3,10
2011-09-01,85131B,54.78,1,66
2011-09-01,85131C,35.75,2,37
2011-09-01,85131D,64.8,2,72
2011-09-01,85132C,23.16,0,4
2011-09-01,85135B,23.85,1,3
2011-09-01,85135C,103.35,5,13
2011-09-01,85136A,7.95,1,1
2011-09-01,85150,1602.17,40,680
2011-09-01,85152,1692.88,60,838
2011-09-01,85159A,9.75,1,5
2011-09-01,85159B,74.1,5,38
2011-09-01,85160B,0.3899999999999999,2,1
2011-09-01,85161,56.849999999999994,2,3
2011-09-01,85163A,12.75,1,1
2011-09-01,85163B,-12.75,1,-1
2011-09-01,85168B,24.869999999999997,1,3
2011-09-01,85169A,62.46,4,49
2011-09-01,85169B,39.84,2,28
2011-09-01,85169C,1.25,1,1
2011-09-01,85169D,30.0,2,24
2011-09-01,85170B,10.5,3,5
2011-09-01,85170C,29.33,3,13
2011-09-01,85170D,37.45,3,13
2011-09-01,85172,6.72,1,16
2011-09-01,85173,73.95,7,29
2011-09-01,85174,69.69,2,7
2011-09-01,85175,114.08,11,256
2011-09-01,85176,136.35999999999999,10,154
2011-09-01,85177,22.029999999999998,2,25
2011-09-01,85178,253.59,14,199
2011-09-01,85180A,51.150000000000006,2,11
2011-09-01,85183A,73.71000000000001,9,54
2011-09-01,85183B,113.75,9,91
2011-09-01,85184C,82.05000000000001,4,23
2011-09-01,85185B,44.25,3,65
2011-09-01,85186C,1.66,0,2
2011-09-01,85194S,12.649999999999999,4,59
2011-09-01,85197,0.0,0,-1
2011-09-01,85199L,120.10000000000001,10,-68
2011-09-01,85199S,100.61,14,221
2011-09-01,85202,7.51,3,17
2011-09-01,85203,20.43,4,46
2011-09-01,85204,38.28,4,299
2011-09-01,85208,24.92,2,8
2011-09-01,85211,4.74,2,3
2011-09-01,85212,52.489999999999995,7,181
2011-09-01,85213,0.0,0,-12
2011-09-01,85215,0.0,0,-29
2011-09-01,85227,68.5,11,76
2011-09-01,85230A,22.08,2,96
2011-09-01,85230B,56.879999999999995,5,216
2011-09-01,85230E,22.08,2,48
2011-09-01,85230F,6.959999999999999,1,24
2011-09-01,85230G,24.0,3,96
2011-09-01,85231B,114.96,16,138
2011-09-01,85231G,95.41,13,115
2011-09-01,85232D,29.7,2,150
2011-09-01,90003B,15.0,1,4
2011-09-01,90003C,22.5,2,6
2011-09-01,90003D,22.5,2,6
2011-09-01,90003E,15.0,1,4
2011-09-01,90010A,36.42,2,4
2011-09-01,90010E,27.049999999999997,1,3
2011-09-01,90011B,17.700000000000003,1,6
2011-09-01,90011E,2.9,0,1
2011-09-01,90013A,37.46,1,10
2011-09-01,90013B,8.3,0,2
2011-09-01,90013C,15.0,1,4
2011-09-01,90014A,9.95,1,1
2011-09-01,90016B,24.96,0,3
2011-09-01,90018A,21.25,3,5
2011-09-01,90018B,4.15,0,1
2011-09-01,90018C,21.15,2,5
2011-09-01,90019A,20.25,2,4
2011-09-01,90019B,10.8,0,2
2011-09-01,90019C,9.9,1,2
2011-09-01,90022,18.73,1,5
2011-09-01,90023,8.4,1,2
2011-09-01,90024B,17.0,1,2
2011-09-01,90024D,8.32,0,1
2011-09-01,90025D,3.73,0,1
2011-09-01,90028,17.0,1,2
2011-09-01,90030A,54.0,4,54
2011-09-01,90030B,36.0,3,36
2011-09-01,90030C,53.0,4,53
2011-09-01,90031,30.0,2,30
2011-09-01,90038A,22.5,1,6
2011-09-01,90038B,7.46,0,2
2011-09-01,90038C,3.73,0,1
2011-09-01,90040C,10.5,1,3
2011-09-01,90041,3.73,0,1
2011-09-01,90056,10.82,0,1
2011-09-01,90059A,9.9,1,6
2011-09-01,90059B,9.9,1,6
2011-09-01,90059C,9.9,1,6
2011-09-01,90059D,11.55,1,7
2011-09-01,90059E,9.9,1,6
2011-09-01,90059F,9.9,1,6
2011-09-01,90060F,11.64,0,2
2011-09-01,90063A,17.0,1,2
2011-09-01,90070,6.23,0,1
2011-09-01,90071,1.23,0,1
2011-09-01,90072,26.65,1,7
2011-09-01,90073,4.98,0,1
2011-09-01,90074,17.9,1,2
2011-09-01,90077,2.9,0,1
2011-09-01,90082A,6.65,0,1
2011-09-01,90082D,0.0,0,-19
2011-09-01,90086,4.89,1,3
2011-09-01,90087,4.89,1,3
2011-09-01,90093,1.63,1,1
2011-09-01,90096,2.46,0,1
2011-09-01,90101,15.3,1,6
2011-09-01,90108,12.6,1,12
2011-09-01,90114,9.84,0,4
2011-09-01,90116,4.92,0,2
2011-09-01,90118,15.3,1,6
2011-09-01,90119,22.14,1,9
2011-09-01,90120B,4.15,0,1
2011-09-01,90120C,21.15,1,5
2011-09-01,90122B,4.98,0,1
2011-09-01,90122C,9.96,0,2
2011-09-01,90124C,9.95,1,1
2011-09-01,90128C,2.46,0,1
2011-09-01,90129A,8.149999999999999,0,5
2011-09-01,90129B,6.52,0,4
2011-09-01,90129C,4.89,0,3
2011-09-01,90129D,4.89,0,3
2011-09-01,90129E,6.52,0,4
2011-09-01,90129F,9.78,0,6
2011-09-01,90130B,23.500000000000004,1,8
2011-09-01,90134,2.9,0,1
2011-09-01,90143,15.8,1,2
2011-09-01,90144,7.46,0,2
2011-09-01,90145,29.75,2,5
2011-09-01,90147,40.7,1,4
2011-09-01,90148,0.0,1,0
2011-09-01,90149,327.78000000000003,1,51
2011-09-01,90152A,5.95,1,1
2011-09-01,90154,377.0,1,52
2011-09-01,90155,7.5,1,1
2011-09-01,90156,4.95,1,1
2011-09-01,90158,9.93,1,2
2011-09-01,90160A,62.55,1,9
2011-09-01,90160B,62.55,1,9
2011-09-01,90160C,55.84,1,8
2011-09-01,90160D,62.55,1,9
2011-09-01,90161A,4.98,0,1
2011-09-01,90161B,69.36,2,14
2011-09-01,90161C,44.550000000000004,2,9
2011-09-01,90161D,39.660000000000004,1,8
2011-09-01,90162B,0.0,1,0
2011-09-01,90165B,2.48,0,1
2011-09-01,90166,16.9,2,4
2011-09-01,90168,17.700000000000003,1,6
2011-09-01,90169,15.3,1,6
2011-09-01,90170,21.45,1,13
2011-09-01,90174,22.95,2,9
2011-09-01,90175A,9.15,0,1
2011-09-01,90175B,9.15,0,1
2011-09-01,90175D,18.3,0,2
2011-09-01,90177A,17.700000000000003,1,6
2011-09-01,90177C,17.700000000000003,1,6
2011-09-01,90177D,20.650000000000002,2,7
2011-09-01,90177E,17.700000000000003,1,6
2011-09-01,90178A,11.95,1,1
2011-09-01,90182C,17.700000000000003,1,6
2011-09-01,90183A,56.00000000000001,3,19
2011-09-01,90184B,62.65,3,7
2011-09-01,90184C,35.8,1,4
2011-09-01,90185A,25.5,1,6
2011-09-01,90185B,25.5,1,6
2011-09-01,90185C,33.8,1,8
2011-09-01,90190C,2.9,0,1
2011-09-01,90191,12.75,1,1
2011-09-01,90192,29.7,2,6
2011-09-01,90194,12.75,1,3
2011-09-01,90195A,9.15,0,1
2011-09-01,90197B,4.98,0,1
2011-09-01,90198A,4.15,0,1
2011-09-01,90198B,4.15,0,1
2011-09-01,90199C,12.7,2,2
2011-09-01,90200A,8.4,1,2
2011-09-01,90200B,24.900000000000002,0,6
2011-09-01,90200D,20.85,1,5
2011-09-01,90200E,8.3,0,2
2011-09-01,90201A,79.55000000000001,3,27
2011-09-01,90201B,70.80000000000001,2,24
2011-09-01,90201C,56.05000000000001,3,19
2011-09-01,90201D,79.60000000000001,3,27
2011-09-01,90202A,17.700000000000003,1,6
2011-09-01,90202B,17.700000000000003,1,6
2011-09-01,90202C,17.700000000000003,1,6
2011-09-01,90202D,17.700000000000003,1,6
2011-09-01,90204,13.4,1,4
2011-09-01,90205A,6.6,1,4
2011-09-01,90205C,6.6,1,4
2011-09-01,90206A,14.85,1,3
2011-09-01,90208,15.3,1,6
2011-09-01,90209A,12.6,1,6
2011-09-01,90209C,10.5,2,-67
2011-09-01,90210B,17.700000000000003,1,6
2011-09-01,90212C,11.25,1,3
2011-09-01,90214A,4.98,0,6
2011-09-01,90214B,2.4899999999999998,0,3
2011-09-01,90214C,0.83,0,1
2011-09-01,90214D,0.83,0,1
2011-09-01,90214E,3.32,0,4
2011-09-01,90214F,1.66,0,2
2011-09-01,90214G,1.66,0,2
2011-09-01,90214H,3.32,0,4
2011-09-01,90214I,1.66,0,2
2011-09-01,90214J,4.9799999999999995,0,6
2011-09-01,90214K,2.4899999999999998,0,3
2011-09-01,90214L,2.4899999999999998,0,3
2011-09-01,90214M,3.32,0,4
2011-09-01,90214N,2.91,1,3
2011-09-01,90214R,3.32,0,4
2011-09-01,90214S,7.47,0,9
2011-09-01,90214T,1.66,0,2
2011-09-01,90214Z,0.83,0,1
2011-09-01,AMAZONFEE,-12950.11,0,-2
2011-09-01,BANK CHARGES,-336.269,2,2
2011-09-01,C2,900.0,8,18
2011-09-01,CRUK,-1137.43,1,-5
2011-09-01,D,-326.87,4,-7
2011-09-01,DCGSSBOY,6.58,0,2
2011-09-01,DOT,15177.4,1,47
2011-09-01,M,-656.0900000000001,27,201
2011-09-01,PADS,0.001,2,2
2011-09-01,POST,5561.31,102,1023
2011-09-01,gift_0001_30,25.0,0,1
2011-10-01,10080,2.34,3,6
2011-10-01,10120,2.1,2,10
2011-10-01,10125,44.129999999999995,4,51
2011-10-01,10135,101.98,10,69
2011-10-01,11001,218.26,9,114
2011-10-01,15030,2.9,1,10
2011-10-01,15034,84.81,7,591
2011-10-01,15036,1010.05,23,1255
2011-10-01,15039,115.06,3,134
2011-10-01,15044A,8.850000000000001,1,3
2011-10-01,15044C,20.540000000000003,3,6
2011-10-01,15044D,201.29999999999998,3,78
2011-10-01,15056BL,2892.57,29,549
2011-10-01,15056N,1406.96,27,242
2011-10-01,15056P,264.55,10,49
2011-10-01,15056bl,62.300000000000004,0,5
2011-10-01,15056n,137.06,0,11
2011-10-01,15056p,12.46,0,1
2011-10-01,15058A,32.37,2,3
2011-10-01,15058C,10.79,0,1
2011-10-01,15060B,87.03999999999999,8,22
2011-10-01,15060b,8.29,0,1
2011-10-01,16008,41.04,12,342
2011-10-01,16011,24.990000000000002,4,119
2011-10-01,16014,16.8,3,40
2011-10-01,16015,10.0,2,-49
2011-10-01,16016,34.0,4,40
2011-10-01,16045,68.0,16,1700
2011-10-01,16046,2.55,1,3
2011-10-01,16048,26.03,12,211
2011-10-01,16054,30.480000000000004,7,254
2011-10-01,16156S,342.0,12,900
2011-10-01,16161G,5.0,2,50
2011-10-01,16161P,420.0,34,1000
2011-10-01,16161U,322.5,15,825
2011-10-01,16168M,2.4899999999999998,0,47
2011-10-01,16169E,497.04,36,1212
2011-10-01,16169M,10.5,1,25
2011-10-01,16207A,17.700000000000003,1,6
2011-10-01,16216,11.7,5,195
2011-10-01,16218,23.759999999999998,6,366
2011-10-01,16219,38.76,5,492
2011-10-01,16225,140.75,12,115
2011-10-01,16235,42.21,9,198
2011-10-01,16236,31.71,11,141
2011-10-01,16237,61.65,14,293
2011-10-01,16238,24.78,8,99
2011-10-01,16248B,8.75,3,7
2011-10-01,16254,14.309999999999999,3,15
2011-10-01,16258A,37.3,4,81
2011-10-01,16259,1.9200000000000002,2,24
2011-10-01,17003,780.2,23,2400
2011-10-01,17012A,79.9,7,94
2011-10-01,17012B,131.7,11,66
2011-10-01,17012C,68.4,10,71
2011-10-01,17012D,76.32,7,86
2011-10-01,17012F,45.629999999999995,6,48
2011-10-01,17021,44.28,6,162
2011-10-01,17038,24.15,2,205
2011-10-01,17084N,36.769999999999996,4,181
2011-10-01,17084P,6.51,1,28
2011-10-01,17084R,41.76,3,216
2011-10-01,17090A,7.5,1,6
2011-10-01,17091J,78.66,8,207
2011-10-01,17107D,63.75,7,25
2011-10-01,17129F,25.49,2,35
2011-10-01,17136A,1.04,2,13
2011-10-01,18094C,3.75,1,3
2011-10-01,18097C,43.07,2,15
2011-10-01,20615,30.39,4,27
2011-10-01,20616,16.14,4,8
2011-10-01,20617,12.459999999999999,3,4
2011-10-01,20618,8.4,1,4
2011-10-01,20619,20.65,1,5
2011-10-01,20622,2.1,1,1
2011-10-01,20652,22.259999999999998,3,12
2011-10-01,20653,2.46,0,1
2011-10-01,20654,6.17,1,3
2011-10-01,20655,7.38,1,3
2011-10-01,20657,4.92,1,2
2011-10-01,20659,12.3,1,5
2011-10-01,20661,20.54,2,6
2011-10-01,20662,17.37,1,3
2011-10-01,20663,5.79,1,1
2011-10-01,20665,73.31,3,27
2011-10-01,20668,267.0,31,2365
2011-10-01,20669,30.97,4,-7
2011-10-01,20670,5.79,1,1
2011-10-01,20674,191.0,11,156
2011-10-01,20675,277.38,14,198
2011-10-01,20676,305.12,18,226
2011-10-01,20677,240.28,13,178
2011-10-01,20679,1463.42,28,263
2011-10-01,20682,448.89,23,135
2011-10-01,20685,1533.93,42,189
2011-10-01,20686,107.64,7,30
2011-10-01,20694,45.0,2,12
2011-10-01,20696,48.71,3,12
2011-10-01,20702,29.75,4,7
2011-10-01,20704,83.4,6,12
2011-10-01,20705,41.7,3,6
2011-10-01,20707,23.810000000000002,3,17
2011-10-01,20711,635.72,19,262
2011-10-01,20712,2282.67,50,999
2011-10-01,20713,1945.8700000000001,16,1963
2011-10-01,20717,170.77,20,125
2011-10-01,20718,425.26,33,298
2011-10-01,20719,1310.97,47,988
2011-10-01,20723,1035.25,42,656
2011-10-01,20724,1921.68,78,1467
2011-10-01,20725,2752.9,100,1324
2011-10-01,20726,942.4399999999999,70,502
2011-10-01,20727,1737.58,97,950
2011-10-01,20728,1481.43,79,738
2011-10-01,20733,35.910000000000004,4,43
2011-10-01,20735,6.8,2,8
2011-10-01,20748,51.0,2,4
2011-10-01,20749,930.28,26,128
2011-10-01,20750,895.48,32,120
2011-10-01,20751,172.13000000000002,18,81
2011-10-01,20752,37.730000000000004,8,17
2011-10-01,20754,98.7,17,104
2011-10-01,20755,27.909999999999997,6,31
2011-10-01,20756,13.6,5,16
2011-10-01,20757,11.829999999999998,4,13
2011-10-01,20758,12.75,4,15
2011-10-01,20759,5.949999999999999,3,7
2011-10-01,20760,11.049999999999999,4,13
2011-10-01,20761,48.71,6,12
2011-10-01,20762,29.96,7,7
2011-10-01,20763,7.5,2,2
2011-10-01,20764,59.88,5,13
2011-10-01,20765,48.71,9,12
2011-10-01,20766,63.71,8,16
2011-10-01,20767,53.55,8,21
2011-10-01,20768,25.5,5,10
2011-10-01,20769,7.6499999999999995,3,3
2011-10-01,20770,10.2,3,4
2011-10-01,20771,15.299999999999999,4,6
2011-10-01,20772,58.370000000000005,6,21
2011-10-01,20774,3.26,0,-16
