d,StockCode,revenue,cnt_cus,cnt_pro,cnt_trans
2011-09-21,21576,6.75,1,3,1
2011-09-21,21577,4.5,1,2,1
2011-09-21,21581,4.5,1,2,1
2011-09-21,21621,8.29,0,1,1
2011-09-21,21625,20.85,1,3,1
2011-09-21,21627,14.95,1,1,1
2011-09-21,21636,0.75,0,1,1
2011-09-21,21643,14.760000000000002,0,6,2
2011-09-21,21647,25.200000000000003,1,12,3
2011-09-21,21648,27.3,1,17,4
2011-09-21,21668,-44.52,1,-42,1
2011-09-21,21669,-15.450000000000003,3,-17,4
2011-09-21,21670,17.4,1,12,1
2011-09-21,21671,-105.85,2,-73,2
2011-09-21,21672,47.959999999999994,2,28,3
2011-09-21,21673,45.449999999999996,3,25,5
2011-09-21,21675,1.63,0,1,1
2011-09-21,21676,4.89,1,3,2
2011-09-21,21677,3.26,1,2,2
2011-09-21,21678,1.63,0,1,1
2011-09-21,21680,1.63,0,1,1
2011-09-21,21682,9.96,1,1,1
2011-09-21,21683,5.79,0,1,1
2011-09-21,21693,11.58,0,2,1
2011-09-21,21694,5.79,0,1,1
2011-09-21,21696,5.79,0,1,1
2011-09-21,21698,3.26,0,2,2
2011-09-21,21703,1.66,1,2,1
2011-09-21,21704,53.470000000000006,2,73,2
2011-09-21,21708,19.8,1,4,1
2011-09-21,21713,16.52,0,4,2
2011-09-21,21715,4.96,0,1,1
2011-09-21,21731,26.380000000000003,1,14,3
2011-09-21,21733,11.58,1,2,1
2011-09-21,21739,4.92,0,2,2
2011-09-21,21754,30.380000000000003,2,4,3
2011-09-21,21755,24.96,1,3,2
2011-09-21,21756,12.5,1,2,1
2011-09-21,21773,9.84,0,4,2
2011-09-21,21774,7.38,0,3,2
2011-09-21,21775,4.92,0,2,2
2011-09-21,21786,2.4899999999999998,0,3,2
2011-09-21,21787,25.29,1,27,4
2011-09-21,21788,20.4,1,24,1
2011-09-21,21789,20.4,1,24,1
2011-09-21,21790,85.56,5,108,6
2011-09-21,21791,57.38,4,43,5
2011-09-21,21794,7.46,0,1,1
2011-09-21,21801,32.76,0,78,5
2011-09-21,21802,6.72,0,16,4
2011-09-21,21803,47.46,1,113,5
2011-09-21,21809,7.38,1,3,1
2011-09-21,21810,7.38,1,3,1
2011-09-21,21812,9.96,0,1,1
2011-09-21,21818,4.89,1,3,1
2011-09-21,21820,14.92,0,2,1
2011-09-21,21829,0.84,0,2,2
2011-09-21,21832,13.17,3,5,4
2011-09-21,21833,40.56,1,24,1
2011-09-21,21843,198.95999999999998,0,24,5
2011-09-21,21846,16.58,1,2,1
2011-09-21,21851,16.58,1,2,2
2011-09-21,21868,9.870000000000001,1,3,2
2011-09-21,21871,6.58,1,2,2
2011-09-21,21872,9.870000000000001,1,3,2
2011-09-21,21875,3.29,0,1,1
2011-09-21,21876,9.870000000000001,1,3,2
2011-09-21,21877,26.32,1,8,3
2011-09-21,21878,0.79,0,1,1
2011-09-21,21880,27.6,2,46,6
2011-09-21,21888,22.46,2,5,2
2011-09-21,21889,17.22,1,7,4
2011-09-21,21890,31.08,2,8,3
2011-09-21,21891,20.299999999999997,2,14,2
2011-09-21,21892,39.6,2,22,6
2011-09-21,21896,12.6,1,6,1
2011-09-21,21899,4.88,1,6,2
2011-09-21,21900,5.21,2,5,4
2011-09-21,21901,6.83,2,9,4
2011-09-21,21902,3.9,2,6,2
2011-09-21,21903,20.65,1,5,1
2011-09-21,21905,1.63,1,1,1
2011-09-21,21906,26.58,0,2,1
2011-09-21,21907,54.53000000000001,1,25,2
2011-09-21,21908,66.92,3,28,3
2011-09-21,21912,22.38,1,3,2
2011-09-21,21913,7.46,1,1,1
2011-09-21,21914,22.259999999999998,2,12,3
2011-09-21,21915,303.96,4,269,7
2011-09-21,21916,10.91,2,25,2
2011-09-21,21917,10.08,1,24,1
2011-09-21,21922,15.9,1,2,1
2011-09-21,21928,66.29,2,23,6
2011-09-21,21929,391.13,4,211,7
2011-09-21,21930,247.49,3,128,5
2011-09-21,21931,18.57,1,4,5
2011-09-21,21932,13.95,2,6,4
2011-09-21,21933,20.490000000000002,2,8,2
2011-09-21,21934,40.75,0,25,5
2011-09-21,21935,50.529999999999994,1,31,6
2011-09-21,21944,3.26,0,2,2
2011-09-21,21945,1.63,0,1,1
2011-09-21,21947,7.38,1,3,2
2011-09-21,21949,2.46,0,1,1
2011-09-21,21967,0.83,0,1,1
2011-09-21,21974,58.03999999999999,2,38,3
2011-09-21,21975,91.25,5,193,5
2011-09-21,21976,18.2,1,28,3
2011-09-21,21977,55.4,2,124,3
2011-09-21,21980,1.66,0,2,2
2011-09-21,21981,20.38,3,50,4
2011-09-21,21982,5.81,1,7,3
2011-09-21,21983,0.83,1,1,1
2011-09-21,21984,19.549999999999997,3,49,3
2011-09-21,21985,3.32,1,4,1
2011-09-21,21986,1.66,1,2,2
2011-09-21,21987,2.6,1,4,1
2011-09-21,21988,9.92,1,8,2
2011-09-21,21989,6.66,1,6,2
2011-09-21,21990,39.36,1,16,4
2011-09-21,21991,4.92,1,2,2
2011-09-21,21992,37.14,2,21,5
2011-09-21,21993,54.36,2,28,6
2011-09-21,22023,1.66,0,2,2
2011-09-21,22024,0.83,0,1,1
2011-09-21,22026,5.04,1,12,1
2011-09-21,22028,1.66,1,2,2
2011-09-21,22029,3.32,1,4,3
2011-09-21,22037,10.91,2,25,3
2011-09-21,22041,4.96,0,1,1
2011-09-21,22043,0.42,0,1,1
2011-09-21,22045,21.0,2,50,2
2011-09-21,22046,10.5,1,25,1
2011-09-21,22062,2.46,0,1,1
2011-09-21,22064,3.29,1,1,1
2011-09-21,22067,3.29,0,1,1
2011-09-21,22070,7.46,1,1,1
2011-09-21,22074,10.0,1,8,2
2011-09-21,22075,26.4,2,16,2
2011-09-21,22076,6.25,1,5,3
2011-09-21,22077,240.20999999999998,6,117,9
2011-09-21,22078,25.13,1,11,2
2011-09-21,22079,3.29,0,1,1
2011-09-21,22080,3.29,0,1,1
2011-09-21,22081,3.29,0,1,1
2011-09-21,22082,6.58,0,2,2
2011-09-21,22083,17.37,1,3,2
2011-09-21,22086,116.79,5,29,7
2011-09-21,22090,28.95,0,5,4
2011-09-21,22091,0.78,1,2,1
2011-09-21,22093,2.46,1,1,1
2011-09-21,22094,1.56,1,4,1
2011-09-21,22095,7.38,0,3,2
2011-09-21,22101,4.92,0,2,1
2011-09-21,22104,9.78,0,6,1
2011-09-21,22107,49.35,1,15,6
2011-09-21,22108,6.58,1,2,2
2011-09-21,22109,55.97,2,8,3
2011-09-21,22110,2.3600000000000003,1,-1,2
2011-09-21,22111,34.65,3,7,3
2011-09-21,22112,70.19,3,13,4
2011-09-21,22113,12.75,4,3,4
2011-09-21,22114,122.19999999999999,4,24,7
2011-09-21,22116,12.1,2,10,4
2011-09-21,22121,41.11,2,5,3
2011-09-21,22124,4.92,1,2,1
2011-09-21,22129,22.14,0,9,4
2011-09-21,22130,40.8,2,48,2
2011-09-21,22131,4.13,1,1,1
2011-09-21,22132,3.26,0,2,1
2011-09-21,22133,1.63,0,1,1
2011-09-21,22134,1.66,1,2,2
2011-09-21,22135,3.32,1,4,3
2011-09-21,22138,138.99,5,21,6
2011-09-21,22139,214.51999999999998,3,28,5
2011-09-21,22141,155.86,7,78,7
2011-09-21,22142,138.09,4,105,4
2011-09-21,22144,111.59,4,55,4
2011-09-21,22147,53.29,2,41,2
2011-09-21,22149,164.73,2,87,3
2011-09-21,22150,66.0,1,40,1
2011-09-21,22151,3.26,1,2,1
2011-09-21,22153,3.77,1,8,2
2011-09-21,22154,0.41,1,0,2
2011-09-21,22155,0.83,0,1,1
2011-09-21,22156,1.63,1,1,1
2011-09-21,22158,5.79,3,1,3
2011-09-21,22161,92.86000000000001,3,154,6
2011-09-21,22165,53.949999999999996,0,5,3
2011-09-21,22166,7.46,0,1,1
2011-09-21,22167,16.58,0,2,1
2011-09-21,22169,77.83,1,9,2
2011-09-21,22170,196.38,2,30,4
2011-09-21,22171,17.0,1,2,1
2011-09-21,22173,40.97,1,11,3
2011-09-21,22174,29.61,1,9,3
2011-09-21,22175,11.58,0,2,1
2011-09-21,22176,11.58,0,2,1
2011-09-21,22178,179.76,4,88,6
2011-09-21,22180,19.9,1,2,1
2011-09-21,22185,19.740000000000002,1,6,4
2011-09-21,22186,5.79,1,1,1
2011-09-21,22189,8.29,0,1,1
2011-09-21,22191,17.0,1,2,1
2011-09-21,22192,309.40000000000003,3,40,3
2011-09-21,22193,51.0,3,6,3
2011-09-21,22195,6.58,1,2,2
2011-09-21,22196,8.149999999999999,1,5,4
2011-09-21,22197,115.72,3,134,10
2011-09-21,22199,16.58,0,2,2
2011-09-21,22200,8.29,0,1,1
2011-09-21,22201,8.29,0,1,1
2011-09-21,22207,16.58,1,2,2
2011-09-21,22211,3.29,1,1,1
2011-09-21,22212,52.43,4,24,5
2011-09-21,22216,2.48,1,2,2
2011-09-21,22219,1.63,1,1,1
2011-09-21,22220,9.95,1,1,1
2011-09-21,22223,9.96,0,1,1
2011-09-21,22227,1.25,0,1,1
2011-09-21,22231,7.08,1,12,1
2011-09-21,22232,9.44,1,16,1
2011-09-21,22233,7.08,1,12,1
2011-09-21,22241,1.25,1,1,1
2011-09-21,22244,4.13,0,1,1
2011-09-21,22248,1.63,0,1,1
2011-09-21,22271,23.490000000000002,2,7,2
2011-09-21,22273,11.58,1,2,1
2011-09-21,22278,14.85,1,3,1
2011-09-21,22282,12.75,1,1,1
2011-09-21,22283,15.79,0,1,1
2011-09-21,22285,82.49,1,49,2
2011-09-21,22288,2.46,0,1,1
2011-09-21,22299,2.46,0,1,1
2011-09-21,22300,30.6,1,12,1
2011-09-21,22301,30.6,1,12,1
2011-09-21,22302,66.16,1,25,2
2011-09-21,22303,61.2,1,24,1
2011-09-21,22304,9.92,1,2,2
2011-09-21,22305,4.96,1,1,1
2011-09-21,22311,11.58,1,2,1
2011-09-21,22312,5.79,1,1,1
2011-09-21,22315,73.80000000000001,0,30,2
2011-09-21,22317,5.79,0,1,1
2011-09-21,22320,11.63,1,1,1
2011-09-21,22324,11.93,2,5,2
2011-09-21,22326,152.85000000000002,5,47,8
2011-09-21,22328,49.93000000000001,2,15,4
2011-09-21,22329,49.47,2,27,5
2011-09-21,22332,13.18,1,6,2
2011-09-21,22333,52.8,3,32,3
2011-09-21,22335,2.5,1,2,2
2011-09-21,22340,19.8,1,12,1
2011-09-21,22341,3.29,1,1,1
2011-09-21,22342,21.29,1,25,2
2011-09-21,22344,1.63,1,1,1
2011-09-21,22348,13.04,1,8,2
2011-09-21,22352,9.92,0,2,2
2011-09-21,22354,15.0,1,4,1
2011-09-21,22355,10.7,2,8,4
2011-09-21,22356,44.86,3,28,6
2011-09-21,22359,11.58,0,2,1
2011-09-21,22360,5.79,0,1,1
2011-09-21,22361,35.07,1,9,4
2011-09-21,22362,11.58,1,2,2
2011-09-21,22363,5.79,0,1,1
2011-09-21,22367,41.41,5,19,5
2011-09-21,22371,25.08,2,4,3
2011-09-21,22372,8.29,0,1,1
2011-09-21,22374,8.5,1,2,1
2011-09-21,22375,21.25,2,5,2
2011-09-21,22376,8.5,1,2,1
2011-09-21,22377,8.26,0,2,2
2011-09-21,22378,22.89,1,8,3
2011-09-21,22379,41.65,2,15,5
2011-09-21,22380,4.06,2,0,3
2011-09-21,22381,12.39,1,3,2
2011-09-21,22382,-0.8200000000000003,4,-2,6
2011-09-21,22383,36.33,5,13,8
2011-09-21,22384,32.19,4,15,6
2011-09-21,22385,6.24,2,3,2
2011-09-21,22386,72.62,2,29,6
2011-09-21,22389,15.3,1,6,1
2011-09-21,22390,20.26,2,7,2
2011-09-21,22396,2.46,1,1,1
2011-09-21,22398,9.36,2,24,2
2011-09-21,22405,12.3,0,5,2
2011-09-21,22406,2.46,1,1,1
2011-09-21,22407,2.46,1,1,1
2011-09-21,22411,249.57,3,129,5
2011-09-21,22413,88.50000000000001,2,30,2
2011-09-21,22414,15.79,1,1,1
2011-09-21,22417,28.75,5,51,5
2011-09-21,22418,8.149999999999999,1,5,4
2011-09-21,22419,25.729999999999997,1,31,3
2011-09-21,22420,3.32,1,4,1
2011-09-21,22421,9.19,2,17,5
2011-09-21,22422,5.0,1,4,2
2011-09-21,22423,278.88,8,19,9
2011-09-21,22424,49.92,0,2,2
2011-09-21,22427,65.4,1,12,1
2011-09-21,22435,9.84,0,4,1
2011-09-21,22436,1.88,1,2,2
2011-09-21,22437,3.26,0,2,1
2011-09-21,22438,8.26,0,2,1
2011-09-21,22439,7.5,1,6,2
2011-09-21,22441,14.7,1,7,1
2011-09-21,22446,24.6,0,10,4
2011-09-21,22449,17.22,1,7,4
2011-09-21,22452,14.669999999999998,0,9,4
2011-09-21,22456,49.800000000000004,0,5,3
2011-09-21,22457,98.42999999999999,1,17,3
2011-09-21,22464,3.29,0,1,1
2011-09-21,22465,23.09,1,13,2
2011-09-21,22466,23.4,1,12,1
2011-09-21,22467,166.08,2,75,4
2011-09-21,22468,13.29,0,1,1
2011-09-21,22469,37.779999999999994,3,10,6
2011-09-21,22470,35.400000000000006,1,12,1
2011-09-21,22476,25.64,2,4,2
2011-09-21,22477,2.46,0,1,1
2011-09-21,22478,14.76,0,6,1
2011-09-21,22486,8.29,0,1,1
2011-09-21,22487,49.81,2,4,3
2011-09-21,22488,13.16,1,4,2
2011-09-21,22489,19.519999999999996,2,25,4
2011-09-21,22491,0.85,1,1,1
2011-09-21,22492,75.08999999999999,2,111,3
2011-09-21,22494,9.84,1,4,2
2011-09-21,22495,2.95,0,1,1
2011-09-21,22497,29.54,1,6,3
2011-09-21,22505,10.79,0,1,1
2011-09-21,22507,30.59,1,5,2
2011-09-21,22508,7.46,1,1,1
2011-09-21,22512,14.92,1,2,1
2011-09-21,22513,7.46,1,1,1
2011-09-21,22530,15.06,1,30,3
2011-09-21,22534,4.1499999999999995,0,5,2
2011-09-21,22535,1.68,1,4,1
2011-09-21,22536,10.08,1,24,1
2011-09-21,22537,12.59,2,29,3
2011-09-21,22539,10.08,1,24,1
2011-09-21,22540,20.04,1,36,2
2011-09-21,22544,30.950000000000003,3,61,5
2011-09-21,22545,2.49,0,3,1
2011-09-21,22547,0.83,0,1,1
2011-09-21,22548,9.879999999999999,2,5,2
2011-09-21,22549,12.77,2,5,3
2011-09-21,22551,49.47,2,27,5
2011-09-21,22553,6.58,0,2,2
2011-09-21,22554,46.18,3,26,4
2011-09-21,22555,79.2,3,48,3
2011-09-21,22556,9.87,0,3,1
2011-09-21,22557,16.45,1,5,2
2011-09-21,22558,52.77,3,29,5
2011-09-21,22559,2.46,0,1,1
2011-09-21,22560,2.46,1,1,1
2011-09-21,22561,4.949999999999999,1,3,1
2011-09-21,22563,1.25,1,1,1
2011-09-21,22564,1.25,1,1,1
2011-09-21,22565,9.779999999999998,1,6,2
2011-09-21,22566,17.929999999999996,1,11,2
2011-09-21,22568,112.46,4,29,4
2011-09-21,22569,207.64,3,58,3
2011-09-21,22570,137.57,5,38,5
2011-09-21,22571,32.230000000000004,1,37,2
2011-09-21,22572,1.63,0,1,1
2011-09-21,22573,11.829999999999998,2,13,2
2011-09-21,22574,16.72,2,16,2
2011-09-21,22575,7.8,1,4,1
2011-09-21,22578,3.26,1,2,1
2011-09-21,22579,18.349999999999998,2,17,2
2011-09-21,22580,47.6,2,8,2
2011-09-21,22582,302.40000000000003,1,144,1
2011-09-21,22583,4.96,0,1,1
2011-09-21,22584,312.32000000000005,2,146,3
2011-09-21,22587,1.63,0,1,1
2011-09-21,22588,5.79,0,1,1
2011-09-21,22589,17.34,1,6,1
2011-09-21,22591,6.63,1,1,1
2011-09-21,22592,15.0,1,4,1
2011-09-21,22593,42.010000000000005,2,43,2
2011-09-21,22594,15.09,2,15,2
2011-09-21,22595,55.89,3,63,3
2011-09-21,22596,8.59,2,3,2
2011-09-21,22601,28.549999999999997,3,29,3
2011-09-21,22602,8.149999999999999,1,5,3
2011-09-21,22603,4.89,1,3,2
2011-09-21,22607,16.63,0,1,1
2011-09-21,22608,2.1,0,5,2
2011-09-21,22609,1.63,0,1,1
2011-09-21,22610,6.84,1,36,1
2011-09-21,22613,-6.87,1,-9,2
2011-09-21,22614,0.7799999999999994,2,2,2
2011-09-21,22616,8.83,1,17,2
2011-09-21,22617,50.39,3,9,4
2011-09-21,22619,112.06,2,19,2
2011-09-21,22620,12.74,2,6,3
2011-09-21,22621,100.52,5,48,6
2011-09-21,22622,11.95,0,1,1
2011-09-21,22623,24.92,1,2,1
2011-09-21,22624,434.8300000000001,4,55,5
2011-09-21,22625,418.2000000000001,4,54,4
2011-09-21,22626,17.0,1,2,1
2011-09-21,22627,326.40000000000003,3,42,3
2011-09-21,22628,9.96,0,1,1
2011-09-21,22629,74.33,3,37,4
2011-09-21,22630,129.0,2,76,2
2011-09-21,22631,109.5,3,66,3
2011-09-21,22632,50.400000000000006,2,24,2
2011-09-21,22633,8.4,2,4,2
2011-09-21,22634,19.9,1,2,1
2011-09-21,22635,19.9,1,2,1
2011-09-21,22637,9.92,0,2,2
2011-09-21,22642,4.96,0,1,1
2011-09-21,22644,4.74,1,2,2
2011-09-21,22645,26.32,1,8,1
2011-09-21,22646,4.74,1,2,2
2011-09-21,22650,3.29,0,1,1
2011-09-21,22652,62.66,4,34,6
2011-09-21,22653,60.19,2,33,7
2011-09-21,22654,76.54,3,10,3
2011-09-21,22659,26.27,3,9,5
2011-09-21,22661,20.259999999999998,2,22,3
2011-09-21,22662,18.99,1,7,3
2011-09-21,22663,29.060000000000002,1,12,3
2011-09-21,22664,4.13,0,1,1
2011-09-21,22665,11.690000000000001,2,-21,3
2011-09-21,22666,72.87,3,17,7
2011-09-21,22668,32.120000000000005,1,8,2
2011-09-21,22669,5.79,0,1,1
2011-09-21,22670,2.46,0,1,1
2011-09-21,22671,6.58,1,2,2
2011-09-21,22673,2.46,0,1,1
2011-09-21,22675,2.46,0,1,1
2011-09-21,22676,12.5,1,10,1
2011-09-21,22677,12.5,1,10,1
2011-09-21,22678,12.5,1,10,1
2011-09-21,22682,2.46,0,1,1
2011-09-21,22686,2.46,0,1,1
2011-09-21,22687,33.26,1,2,2
2011-09-21,22688,0.0,0,-42,1
2011-09-21,22689,33.26,1,2,1
2011-09-21,22692,102.38,1,12,3
2011-09-21,22693,15.0,0,6,2
2011-09-21,22694,45.85,1,17,3
2011-09-21,22696,35.099999999999994,2,18,2
2011-09-21,22697,93.63000000000001,4,25,7
2011-09-21,22698,105.87,3,33,6
2011-09-21,22699,125.55000000000001,4,41,7
2011-09-21,22701,7.38,0,3,3
2011-09-21,22703,11.41,0,7,3
2011-09-21,22704,21.0,2,50,2
2011-09-21,22705,10.5,1,25,1
2011-09-21,22708,21.0,2,50,2
2011-09-21,22711,10.5,1,25,1
2011-09-21,22712,7.53,1,15,4
2011-09-21,22713,0.83,1,1,1
2011-09-21,22714,2.4899999999999998,0,3,2
2011-09-21,22717,5.04,1,12,1
2011-09-21,22718,5.87,1,13,2
2011-09-21,22720,143.94,4,22,8
2011-09-21,22722,15.8,1,4,1
2011-09-21,22725,7.46,1,1,1
2011-09-21,22726,179.76,4,42,6
2011-09-21,22727,334.38,6,91,8
2011-09-21,22728,259.34,5,70,7
2011-09-21,22729,14.92,1,2,1
2011-09-21,22730,199.42,2,56,4
2011-09-21,22732,2.46,1,1,1
2011-09-21,22733,17.22,1,7,2
2011-09-21,22734,80.92,3,28,3
2011-09-21,22736,24.75,2,15,2
2011-09-21,22737,47.83,4,27,4
2011-09-21,22738,41.2,3,20,4
2011-09-21,22739,65.95,4,35,6
2011-09-21,22741,60.35999999999999,2,60,4
2011-09-21,22743,23.16,1,4,1
2011-09-21,22744,8.74,2,2,2
2011-09-21,22745,33.46,2,14,3
2011-09-21,22746,25.2,2,12,2
2011-09-21,22747,12.6,1,6,1
2011-09-21,22748,16.73,2,7,2
2011-09-21,22750,15.0,1,4,1
2011-09-21,22752,33.26,1,2,2
2011-09-21,22757,4.92,1,2,2
2011-09-21,22758,2.46,1,1,1
2011-09-21,22759,32.9,1,10,2
2011-09-21,22766,52.99,1,17,2
2011-09-21,22768,-9.95,1,-1,1
2011-09-21,22771,66.66,1,33,3
2011-09-21,22774,-1.25,1,-1,1
2011-09-21,22775,4.92,0,2,1
2011-09-21,22776,69.65,5,7,5
2011-09-21,22778,15.8,1,4,1
2011-09-21,22781,75.82000000000001,1,8,3
2011-09-21,22791,187.26000000000002,2,123,4
2011-09-21,22792,4.89,0,3,2
2011-09-21,22794,15.79,0,1,1
2011-09-21,22795,13.29,0,1,1
2011-09-21,22798,5.9,0,2,1
2011-09-21,22799,16.63,0,1,1
2011-09-21,22800,15.0,1,4,1
2011-09-21,22804,5.79,1,1,1
2011-09-21,22807,17.37,0,3,1
2011-09-21,22809,46.650000000000006,2,11,3
2011-09-21,22810,46.650000000000006,2,11,3
2011-09-21,22812,28.909999999999997,1,7,2
2011-09-21,22813,170.78999999999996,2,99,2
2011-09-21,22814,6.72,1,16,4
2011-09-21,22815,17.22,1,41,7
2011-09-21,22816,10.08,2,24,2
2011-09-21,22817,5.88,1,14,6
2011-09-21,22818,5.87,1,13,2
2011-09-21,22819,8.82,2,21,5
2011-09-21,22821,1.66,1,2,2
2011-09-21,22826,170.0,1,2,1
2011-09-21,22827,165.0,1,1,1
2011-09-21,22832,21.5,1,2,1
2011-09-21,22834,2.1,1,1,1
2011-09-21,22835,50.39,2,9,3
2011-09-21,22838,14.95,1,1,1
2011-09-21,22843,13.29,0,1,1
2011-09-21,22844,49.89,1,3,3
2011-09-21,22845,24.92,1,2,2
2011-09-21,22846,59.8,1,4,1
2011-09-21,22847,110.64999999999999,3,7,3
2011-09-21,22848,33.9,2,2,2
2011-09-21,22851,1.63,1,1,1
2011-09-21,22852,8.29,0,1,1
2011-09-21,22853,6.63,0,1,1
2011-09-21,22865,231.85000000000002,4,117,7
2011-09-21,22866,125.72000000000001,6,56,8
2011-09-21,22867,94.29,4,42,7
2011-09-21,22868,4.13,0,1,1
2011-09-21,22872,4.13,0,1,1
2011-09-21,22879,4.13,0,1,1
2011-09-21,22881,4.13,0,1,1
2011-09-21,22883,4.13,0,1,1
2011-09-21,22888,4.13,0,1,1
2011-09-21,22889,4.13,0,1,1
2011-09-21,22890,9.95,1,1,1
2011-09-21,22891,8.29,1,1,1
2011-09-21,22893,1.66,0,2,1
2011-09-21,22895,6.63,0,1,1
2011-09-21,22897,9.870000000000001,1,3,2
2011-09-21,22898,33.15,3,17,3
2011-09-21,22899,12.6,1,6,1
2011-09-21,22900,32.76,1,8,3
2011-09-21,22902,-8.610000000000003,2,-7,3
2011-09-21,22903,2.46,1,1,1
2011-09-21,22904,17.700000000000003,2,6,3
2011-09-21,22905,8.36,2,3,2
2011-09-21,22907,90.73,3,115,6
2011-09-21,22908,51.0,2,60,2
2011-09-21,22909,91.15,3,121,4
2011-09-21,22910,87.84,5,24,5
2011-09-21,22912,29.700000000000003,1,6,1
2011-09-21,22913,14.85,1,3,1
2011-09-21,22914,14.85,1,3,1
2011-09-21,22915,4.98,0,6,1
2011-09-21,22916,1.63,0,1,1
2011-09-21,22917,1.63,0,1,1
2011-09-21,22918,1.63,0,1,1
2011-09-21,22919,1.63,0,1,1
2011-09-21,22920,1.63,0,1,1
2011-09-21,22928,12.46,1,1,1
2011-09-21,22939,10.79,1,1,1
2011-09-21,22940,21.04,2,4,2
2011-09-21,22941,17.0,1,2,1
2011-09-21,22942,17.0,1,2,1
2011-09-21,22946,116.41,1,7,2
2011-09-21,22947,83.14999999999999,1,5,2
2011-09-21,22950,39.169999999999995,3,26,4
2011-09-21,22951,15.7,2,26,2
2011-09-21,22952,28.9,2,50,4
2011-09-21,22953,2.46,1,1,1
2011-09-21,22955,12.6,1,6,1
2011-09-21,22956,12.6,1,6,1
2011-09-21,22959,10.5,1,25,1
2011-09-21,22960,50.37,2,9,3
2011-09-21,22961,200.32,7,128,9
2011-09-21,22962,10.2,1,12,1
2011-09-21,22963,1.63,0,1,1
2011-09-21,22964,16.73,2,7,2
2011-09-21,22965,12.6,1,6,1
2011-09-21,22966,195.01999999999998,5,175,7
2011-09-21,22969,47.959999999999994,3,28,4
2011-09-21,22974,3.29,0,1,1
2011-09-21,22979,13.16,1,4,3
2011-09-21,22982,4.92,1,2,2
2011-09-21,22983,15.95,4,37,4
2011-09-21,22986,10.5,1,25,1
2011-09-21,22988,7.38,1,3,2
2011-09-21,22989,19.5,1,6,1
2011-09-21,22991,60.57,2,21,3
2011-09-21,22992,23.4,1,12,1
2011-09-21,22993,44.519999999999996,2,24,3
2011-09-21,22994,1.26,2,3,2
2011-09-21,22995,12.59,2,29,3
2011-09-21,22996,1.67,1,3,2
2011-09-21,22997,2.94,3,7,3
2011-09-21,22998,24.240000000000002,3,46,3
2011-09-21,23000,-2.1,2,-5,2
2011-09-21,23002,-7.5600000000000005,2,-18,2
2011-09-21,23004,-61.35,2,-149,4
2011-09-21,23005,1.66,0,2,1
2011-09-21,23006,0.3999999999999999,1,-1,3
2011-09-21,23007,100.48999999999998,3,7,4
2011-09-21,23008,117.43999999999998,2,8,3
2011-09-21,23012,8.29,0,1,1
2011-09-21,23013,16.58,0,2,2
2011-09-21,23014,16.58,1,2,2
2011-09-21,23025,16.61,1,7,2
2011-09-21,23026,12.48,1,6,1
2011-09-21,23028,46.089999999999996,2,17,3
2011-09-21,23029,9.9,1,6,1
2011-09-21,23031,36.22,1,14,2
2011-09-21,23032,39.6,2,24,2
2011-09-21,23033,13.16,0,4,1
2011-09-21,23034,46.06,0,14,1
2011-09-21,23035,26.1,1,18,1
2011-09-21,23036,1.25,1,1,1
2011-09-21,23048,58.089999999999996,1,13,2
2011-09-21,23052,16.63,0,1,1
2011-09-21,23053,16.63,0,1,1
2011-09-21,23055,18.75,1,3,1
2011-09-21,23056,18.75,1,3,1
2011-09-21,23057,19.8,1,4,1
2011-09-21,23060,24.96,1,12,1
2011-09-21,23064,99.9,2,2,2
2011-09-21,23073,12.5,1,1,1
2011-09-21,23074,12.48,1,6,1
2011-09-21,23075,16.58,0,2,1
2011-09-21,23076,30.0,1,24,1
2011-09-21,23077,2.46,0,1,1
2011-09-21,23078,4.92,0,2,2
2011-09-21,23080,186.0,3,24,3
2011-09-21,23081,16.5,1,2,2
2011-09-21,23083,22.5,1,6,1
2011-09-21,23084,12.39,0,3,2
2011-09-21,23085,12.55,2,1,2
2011-09-21,23086,4.92,0,2,1
2011-09-21,23089,102.53999999999999,2,54,6
2011-09-21,23091,49.84,1,-11,4
2011-09-21,23092,79.0,2,10,2
2011-09-21,23096,3.29,1,1,1
2011-09-21,23100,5.0,0,4,1
2011-09-21,23101,16.6,2,20,2
2011-09-21,23102,3.32,1,4,1
2011-09-21,23103,26.349999999999998,2,11,3
2011-09-21,23104,37.5,1,3,1
2011-09-21,23108,25.0,2,4,2
2011-09-21,23111,12.5,1,1,1
2011-09-21,23112,44.92,1,4,3
2011-09-21,23113,-3825.36,1,-756,1
2011-09-21,23118,22.46,1,2,2
2011-09-21,23119,3.75,1,3,2
2011-09-21,23121,1.25,0,1,1
2011-09-21,23126,54.45,3,11,3
2011-09-21,23127,19.8,1,4,1
2011-09-21,23128,19.8,1,4,1
2011-09-21,23129,58.08,3,12,3
2011-09-21,23130,58.10000000000001,3,14,3
2011-09-21,23131,16.6,1,4,1
2011-09-21,23132,12.46,0,1,1
2011-09-21,23138,3.29,0,1,1
2011-09-21,23139,3.29,0,1,1
2011-09-21,23144,39.84,2,48,2
2011-09-21,23145,11.4,1,12,1
2011-09-21,23146,69.36,1,24,1
2011-09-21,23147,34.8,2,24,2
2011-09-21,23148,9.96,1,12,1
2011-09-21,23152,7.46,0,1,1
2011-09-21,23154,62.34,2,28,5
2011-09-21,23155,8.28,0,6,1
